employee_id,name,email,age,gender,marital_status,department,job_level,education,monthly_income,years_at_company,years_since_last_promotion,distance_from_home_km,overtime,num_projects,avg_monthly_hours,satisfaction_score,city,hire_date,badge_id,survey_response_id,attrition
2431,Lisa Barnes,lisa.barnes@examplecorp.com,24,Female,Single,Sales,4,Bachelor,,1,1,3.0,No,2.0,122,4,Perezville,2025-07-21,BDG-4517-rQnH,987372,No
8443,Zachary Beck,zachary.beck@examplecorp.com,40,Male,Married,Sales,2,Bachelor,3798.0,0,0,8.1,Yes,5.0,195,2,Lake Javier,2026-07-08,BDG-5148-hxsM,704604,Yes
3390,Wendy Williams,wendy.williams@examplecorp.com,39,Female,Married,Engineering,1,Bachelor,3570.0,0,0,3.8,Yes,4.0,222,3,Goodmanshire,2026-07-11,BDG-7565-HWBQ,117946,No
3912,Rodney Duran,rodney.duran@examplecorp.com,49,Male,Divorced,Research & Development,2,High School,5300.0,16,8,7.0,No,2.0,130,4,South Douglas,10 Jul 2010,BDG-5043-FWqs,656085,No
5384,Michael Garcia,michael.garcia@examplecorp.com,44,Female,Married,Sales,1,Master,4313.0,4,1,7.0,No,2.0,139,3,Victoriafurt,2022-07-18,BDG-7062-VqRU,543605,No
553,Diana Hays,diana.hays@examplecorp.com,35,Male,Married,Human Resources,1,Master,3146.0,4,3,1.7,No,6.0,167,3,Matthewborough,2022-07-02,BDG-2086-wiZd,688944,No
3145,Colleen Brown,colleen.brown@examplecorp.com,33,Female,Single,Research & Development,4,Bachelor,11571.0,2,0,9.7,Yes,4.0,234,3,West Victor,2024-07-22,BDG-8673-LDMy,605959,No
6918,Mary Church,mary.church@examplecorp.com,22,Male,Married,Human Resources,3,Master,7617.0,0,0,2.3,No,3.0,219,4,West Kellyshire,July 18 2026,BDG-9244-Ukvt,308328,No
2057,Pamela Morgan,pamela.morgan@examplecorp.com,27,Female,Single,Marketing,5,Bachelor,,4,0,7.2,No,5.0,181,5,Sheltonshire,2022-06-30,BDG-5374-YHxG,734574,Yes
1926,Evan Cooper,evan.cooper@examplecorp.com,31,Female,Married,Human Resources,1,Bachelor,3061.0,0,0,3.1,No,3.0,126,5,Wattsville,26 Jun 2026,BDG-1795-IaSr,205966,Yes
635,Amber Cooper,amber.cooper@examplecorp.com,25,Male,Married,Engineering,1,Master,3420.0,1,1,4.0,Yes,3.0,246,2,Mosleytown,2025-07-18,BDG-5758-UDoI,851720,Yes
6083,Alison Adams,alison.adams@examplecorp.com,27,Female,Married,Engineering,2,High School,5520.0,4,2,30.1,Yes,2.0,204,2,New Laurie,2022-07-17,BDG-1881-mxxX,172914,No
8509,Kimberly Shaffer,kimberly.shaffer@examplecorp.com,29,Male,Married,Engineering,4,,11655.0,3,2,4.0,No,1.0,182,2,Henrytown,2023-07-24,BDG-2207-wXGs,550379,No
9366,Paige Thompson,paige.thompson@examplecorp.com,47,Male,Single,Sales,1,Bachelor,2798.0,8,7,1.0,No,1.0,150,5,East George,24-07-2018,BDG-2607-vbUu,576074,No
9777,Ronald Martinez,ronald.martinez@examplecorp.com,47,Male,Single,Sales,1,High School,3061.0,25,20,4.2,No,5.0,173,5,Scottmouth,2001-07-27,BDG-0821-wgkY,657202,No
106,Marc Moore,marc.moore@examplecorp.com,45,Male,Married,Research & Development,3,Master,6695.0,11,5,7.9,No,4.0,169,3,Stacyview,02 Jul 2015,BDG-7311-xRWT,469881,No
3042,Tanner Holmes,tanner.holmes@examplecorp.com,35,Male,Married,Research & Development,4,Master,,13,6,14.5,No,3.0,139,3,New Heatherfurt,2013-07-13,BDG-4175-NWZg,513024,No
1710,Mr. Joel Peters,mr..peters@examplecorp.com,39,Male,Married,Engineering,1,Bachelor,4058.0,14,1,10.0,No,4.0,172,2,Port Pedro,July 01 2012,BDG-0038-fydy,273017,No
90,Aimee Montoya,aimee.montoya@examplecorp.com,31,Male,Single,Research & Development,2,High School,6501.0,0,0,1.0,No,6.0,209,5,North Loriview,2026-06-27,BDG-8900-AfJc,913670,No
7015,Emily Henderson,emily.henderson@examplecorp.com,33,Male,Married,Sales,1,Bachelor,2809.0,6,2,16.3,No,3.0,199,5,New Alexandraborough,07/12/2020,BDG-2413-PmtQ,689273,No
3175,Stephanie Cole,stephanie.cole@examplecorp.com,36,Female,Married,Research & Development,3,Master,6310.0,7,5,7.9,Yes,1.0,203,1,South Cynthiaberg,2019-06-30,BDG-9090-LbDh,507061,No
918,Christine Parker,christine.parker@examplecorp.com,25,Female,Married,Engineering,1,Bachelor,2306.0,0,0,1.3,No,2.0,165,4,East Adam,2026-07-19,BDG-0457-YzLl,357946,No
7834,Heather Williams,heather.williams@examplecorp.com,42,Female,Single,Sales,3,Bachelor,7943.0,17,11,6.7,Yes,4.0,218,2,Linfurt,2009-06-30,BDG-0243-scAC,594950,No
6733,Eric Ingram,eric.ingram@examplecorp.com,51,Female,Divorced,Sales,4,High School,,25,10,12.0,No,1.0,157,4,Nicholsport,2001-07-01,BDG-3037-vKEu,252455,No
1950,Angelica Clark,angelica.clark@examplecorp.com,22,Female,Divorced,Sales,4,Master,10539.0,0,0,17.8,No,2.0,169,3,Susanhaven,2026-07-10,BDG-1598-qvxw,897803,No
6369,Jennifer Allen,jennifer.allen@examplecorp.com,47,Female,Divorced,Human Resources,2,Bachelor,5611.0,6,5,10.6,No,3.0,191,2,East Michaelside,July 23 2020,BDG-6438-UVQZ,189089,Yes
2,Noah Rhodes,noah.rhodes@examplecorp.com,48,Male,Single,Research & Development,2,Bachelor,5483.0,9,3,4.8,Yes,4.0,194,2,Port Howardborough,2017-07-26,BDG-7270-vNiW,660121,No
8033,Mary Wall,mary.wall@examplecorp.com,40,Female,Married,Sales,2,High School,5k,6,5,4.4,Yes,5.0,184,3,Sawyerbury,2020-07-01,BDG-0236-LTkm,191357,No
6048,Shannon Thompson,shannon.thompson@examplecorp.com,27,Female,Single,Sales,1,Bachelor,2991.0,3,1,3.3,Yes,4.0,212,4,Aliciatown,07/24/2023,BDG-5897-WnDw,798678,No
2721,Carl Harris,carl.harris@examplecorp.com,37,Female,Single,Marketing,2,Master,5140.0,6,5,3.9,Yes,2.0,173,4,Kathleenhaven,2020-06-28,BDG-9960-zDwi,766272,No
9911,Kathleen Flores,kathleen.flores@examplecorp.com,27,Female,Married,Marketing,1,Bachelor,3558.0,3,2,9.1,No,6.0,164,3,Tammyberg,07/21/2023,BDG-5381-LKtu,102651,No
3118,Nicole Barron,nicole.barron@examplecorp.com,32,Male,Single,Sales,3,Bachelor,7378.0,6,5,8.2,No,5.0,185,2,Port Ronnie,2020-07-07,BDG-8875-yLTN,225642,No
9563,Sara Mccoy,sara.mccoy@examplecorp.com,48,Male,Single,Marketing,1,Bachelor,3307.0,0,0,2.6,Yes,2.0,199,3,Port Kimberly,07/15/2026,BDG-8382-KIjC,913945,Yes
3763,Jeremiah Rowland,jeremiah.rowland@examplecorp.com,47,Female,Married,Research & Development,1,High School,4237.0,4,3,1.0,Yes,4.0,244,3,East Monica,2022-07-25,BDG-0148-BgjC,465833,No
214,Katherine Salas,katherine.salas@examplecorp.com,29,Male,Married,Research & Development,3,,6795.0,1,0,,Yes,4.0,216,3,East Kellyfurt,2025-07-11,BDG-9139-qyJY,488859,No
779,Allen Mendez,allen.mendez@examplecorp.com,45,Male,Married,Engineering,3,Master,9325.0,20,2,10.9,No,2.0,180,3,Shermanland,2006-07-21,BDG-8427-hWDQ,239503,No
3497,Jennifer Phillips,jennifer.phillips@examplecorp.com,28,Female,Single,Research & Development,3,Bachelor,6221.0,4,2,6.5,No,3.0,185,2,West Theresa,07/19/2022,BDG-2161-hMKv,704102,No
8911,Amber Burns,amber.burns@examplecorp.com,43,Female,Married,Sales,2,Master,4597.0,4,4,7.4,No,4.0,191,2,Haleyville,2022-07-16,BDG-7212-xjFD,469123,Yes
2044,Erica Johnson,erica.johnson@examplecorp.com,41,Female,Single,Human Resources,4,Bachelor,8837.0,1,0,7.5,Yes,3.0,168,1,Lewischester,2025-06-26,BDG-2293-aJsI,713978,No
5421,Rebecca Perez,rebecca.perez@examplecorp.com,36,Female,Married,Engineering,2,High School,3856.0,2,2,1.2,Yes,2.0,199,4,Abigailbury,2024-07-21,BDG-6934-fFrZ,995737,No
6155,Amber Parker,amber.parker@examplecorp.com,22,Male,Divorced,Research & Development,2,High School,3463.0,0,0,1.4,Yes,3.0,195,2,West Taylorstad,2026-07-17,BDG-5778-nnFL,945212,Yes
8358,Robert Scott MD,robert.md@examplecorp.com,35,Female,Single,Sales,1,High School,2800.0,13,9,17.2,No,3.0,161,4,New Cynthia,06/30/2013,BDG-8302-gNhS,689682,No
8800,Mary Cruz,mary.cruz@examplecorp.com,41,Male,Single,Marketing,2,High School,5954.0,19,2,8.4,No,5.0,172,2,Lake Andrew,2007-07-21,BDG-5710-ncca,494352,Yes
8466,Katherine Pacheco,katherine.pacheco@examplecorp.com,30,Male,Married,Engineering,2,Master,3985.0,1,0,9.1,No,6.0,165,3,Michealview,18-07-2025,BDG-1649-ZWEG,217742,No
4168,Sharon Smith,sharon.smith@examplecorp.com,46,Male,Single,Marketing,2,Bachelor,5457.0,2,2,2.0,No,2.0,157,4,Lake Graceview,2024-07-08,BDG-1541-oKZm,166886,No
3789,Wesley Williams,wesley.williams@examplecorp.com,46,Male,Married,Human Resources,2,Bachelor,5123.0,10,1,4.8,No,2.0,190,3,Lake David,2016-07-13,BDG-8228-juGw,802621,No
8587,Margaret Kennedy,margaret.kennedy@examplecorp.com,42,Female,Divorced,Sales,1,Master,3467.0,7,4,10.2,Yes,2.0,210,2,South Donaldmouth,2019-07-22,BDG-3261-NKEa,522588,No
584,Denise Martinez,denise.martinez@examplecorp.com,23,Male,Single,Marketing,2,Bachelor,4659.0,1,1,6.2,Yes,1.0,255,4,New Lauriebury,2025-07-16,BDG-8793-sbOq,387303,No
2811,Meredith Shaw ,meredith.shaw@examplecorp.com,46,Female,Single,Sales,1,Bachelor,4544.0,10,4,1.0,No,3.0,168,3,North Lisa,04 Jul 2016,BDG-0904-jQOw,568867,No
1184,Miss Tina Gordon,miss.gordon@examplecorp.com,49,Male,Married,Research & Development,1,Master,3008.0,8,5,5.6,Yes,1.0,194,5,West Anthony,2018-06-28,BDG-0762-rZUu,723752,No
117,William Herrera,william.herrera@examplecorp.com,24,Male,Divorced,Sales,3,Bachelor,7672.0,0,0,11.7,No,1.0,155,5,East Michael,2026-06-29,BDG-9567-HvOJ,774924,No
6645,Jon Gonzalez,jon.gonzalez@examplecorp.com,36,Male,Married,Engineering,3,Master,,7,6,6.7,No,4.0,161,2,Port Sean,July 04 2019,BDG-1880-ViuX,956504,No
9128,Megan Khan,megan.khan@examplecorp.com,49,Male,,sales,3,PhD,9515.0,20,19,22.3,Yes,2.0,215,2,New Matthew,2006-07-01,BDG-5188-kUpO,359197,No
4046,Kevin Mccullough,kevin.mccullough@examplecorp.com,48,Female,Divorced,Engineering,1,High School,3535.0,0,0,8.0,Yes,2.0,209,3,New Amandastad,2026-06-26,BDG-1701-Btuk,509030,Yes
9054,Alicia Krueger,alicia.krueger@examplecorp.com,57,Female,Married,Sales,3,Master,10213.0,17,11,11.1,No,2.0,150,3,Kyliefurt,2009-06-30,BDG-6328-yLNN,469837,No
1764,Mark Clark,mark.clark@examplecorp.com,50,Male,Single,Human Resources,1,Master,2721.0,1,1,23.9,No,4.0,183,2,East Steven,22 Jul 2025,BDG-3499-VGXv,407647,No
1876,Abigail Baird,abigail.baird@examplecorp.com,29,Male,,Sales,3,High School,8015.0,4,0,2.7,No,5.0,199,3,Johnsonstad,07/18/2022,BDG-4018-Xfbf,944763,No
3225,Melanie Villarreal,melanie.villarreal@examplecorp.com,48,Male,Divorced,Research & Development,1,Bachelor,3786.0,0,0,5.7,No,1.0,168,5,North Theresa,2026-07-05,BDG-1206-QeRv,982495,No
527,Todd Moore,todd.moore@examplecorp.com,43,Male,Divorced,HR,5,High School,17681.0,2,1,1.2,No,1.0,166,4,New Gregory,2024-07-10,BDG-9895-dyAZ,376850,No
7726,Marissa Dorsey,marissa.dorsey@examplecorp.com,41,Female,Single,Sales,2,Master,5149.0,8,0,1.0,No,4.0,151,5,Lisaland,2018-07-14,BDG-1822-DfSd,132167,No
2947,Tony Smith,tony.smith@examplecorp.com,30,Male,Married,Engineering,2,PhD,5547.0,1,0,1.0,No,1.0,152,2,Hernandezshire,2025-07-06,BDG-2198-wVRV,167714,No
4474,Veronica Diaz,veronica.diaz@examplecorp.com,36,Female,Single,Human Resources,1,Bachelor,3496.0,10,8,2.3,No,2.0,183,4,Shannonside,2016-07-04,BDG-9507-VgBi,671545,No
5656,Brendan Palmer,brendan.palmer@examplecorp.com,33,Male,Married,Sales,1,Master,2487.0,1,0,8.6,Yes,7.0,166,2,East Aaron,2025-07-11,BDG-8405-IPED,358379,No
6060,Tricia Bailey,tricia.bailey@examplecorp.com,43,Female,Married,Sales,4,Bachelor,10866.0,8,2,,No,1.0,164,3,Portershire,25 Jul 2018,BDG-7516-DyYQ,117437,No
960,Mitchell Sellers,mitchell.sellers@examplecorp.com,28,Female,Married,Human Resources,2,Bachelor,5290.0,1,1,9.5,No,4.0,176,4,Melissaberg,2025-07-18,BDG-6002-VlLv,870896,No
6343,Ashley Friedman,ashley.friedman@examplecorp.com,41,Male,Divorced,Marketing,4,High School,11455.0,1,0,1.0,No,2.0,194,4,Lake Christopher,July 12 2025,BDG-6491-oQoh,271324,No
3634,Jordan Williams,jordan.williams@examplecorp.com,42,Male,,Research & Development,2,Bachelor,3860.0,11,3,1.1,No,1.0,207,4,Halltown,03-07-2015,BDG-3381-mjaP,119177,No
1051,Alejandro Deleon,alejandro.deleon@examplecorp.com,34,Female,Married,Sales,3,Bachelor,7525.0,7,0,1.0,No,5.0,184,4,East Ashley,2019-07-16,BDG-6686-EmrV,678609,No
3381,Ms. Mackenzie Barton,ms..barton@examplecorp.com,53,Male,Married,Research & Development,1,Master,2754.0,13,5,29.9,Yes,3.0,140,2,Sherryburgh,2013-07-11,BDG-9484-fJsK,628210,No
3677,Sarah Davis,sarah.davis@examplecorp.com,46,Female,Single,Research & Development,2,Bachelor,5044.0,2,0,14.4,Yes,4.0,229,2,New Deborah,2024-07-24,BDG-8904-rKXv,336008,No
5777,Hailey Ball,hailey.ball@examplecorp.com,30,Male,Married,Research & Development,3,Bachelor,6535.0,4,1,1.0,Yes,1.0,158,1,Ericfort,2022-07-25,BDG-7101-wMvu,826309,No
9140,Kevin Clayton,kevin.clayton@examplecorp.com,32,Female,Married,Research & Development,1,Bachelor,3327.0,4,0,12.1,No,3.0,165,4,Gregoryshire,2022-07-06,BDG-0610-tEUi,805098,No
6574,Jeffrey Jones,jeffrey.jones@examplecorp.com,37,Male,Single,Sales,3,Master,8007.0,9,1,10.1,No,5.0,161,3,Melissaport,2017-07-24,BDG-7280-CUkd,202521,No
5180,Nichole Davis,nichole.davis@examplecorp.com,33,Male,Divorced,Engineering,2,Bachelor,4598.0,3,2,12.6,Yes,5.0,168,3,Tiffanyview,2023-06-27,BDG-3742-YdiQ,139905,No
1608,Susan Hogan,susan.hogan@examplecorp.com,32,Male,Married,Research & Development,1,Bachelor,2636.0,0,0,20.4,No,3.0,166,3,Kirbyfort,2026-07-24,BDG-2999-ydrp,188462,Yes
3611,Jessica Long,jessica.long@examplecorp.com,60,Male,Single,Marketing,3,Bachelor,7172.0,34,10,10.5,Yes,1.0,203,2,New Kimberly,1992-07-04,BDG-3384-oTsU,985228,Yes
9857,Beverly Roman,beverly.roman@examplecorp.com,44,Female,Single,Engineering,3,Master,6156.0,6,3,7.5,No,2.0,159,3,Lake Jessicashire,2020-07-09,BDG-3668-EMrx,505113,No
6636,Christopher Horn,christopher.horn@examplecorp.com,44,Male,Single,Sales,1,High School,3437.0,22,1,12.0,No,5.0,180,3,Millerborough,2004-07-11,BDG-3363-Upbf,914842,No
8030,Virginia Morales,virginia.morales@examplecorp.com,32,Female,Married,Research & Development,2,Bachelor,3578.0,5,3,15.9,No,5.0,162,3,Villaview,07/03/2021,BDG-3365-PwcE,947436,No
792,Cody Reid,cody.reid@examplecorp.com,33,Male,Married,Sales,2,Bachelor,3890.0,9,1,13.0,No,2.0,135,4,Zhangview,2017-07-24,BDG-2417-tVHz,479819,No
3057,Ashley Campbell,ashley.campbell@examplecorp.com,45,Male,Single,Sales,3,Bachelor,8694.0,0,0,8.1,Yes,3.0,227,3,New Bryanborough,2026-06-28,BDG-1576-cAFY,480074,No
1981,Kim Arnold,kim.arnold@examplecorp.com,28,Male,Married,Sales,4,Master,11644.0,1,1,7.8,Yes,3.0,224,4,Lisastad,2025-06-29,BDG-0010-iMlD,410694,No
3599,Tracy Parker,tracy.parker@examplecorp.com,39,Male,Single,Marketng,5,Bachelor,16441.0,2,1,1.9,No,1.0,160,3,Robertchester,2024-07-22,BDG-9029-cgHW,444279,No
934,Samantha Foster,samantha.foster@examplecorp.com,29,Male,Divorced,Sales,3,Bachelor,6635.0,0,0,11.6,No,5.0,169,3,Nathanport,2026-07-23,BDG-5450-FOUx,830597,No
7425,Christine Jennings,christine.jennings@examplecorp.com,48,Female,Divorced,Research & Development,3,High School,8829.0,17,3,1.0,No,3.0,160,2,Nataliefort,2009-07-17,BDG-5551-NJii,524267,No
5627,Michael Rosario,michael.rosario@examplecorp.com,33,Female,Married,human resources,3,Bachelor,6581.0,4,0,13.3,No,1.0,153,3,Castroborough,2022-06-27,BDG-9497-nGAm,635139,No
1683,Charles Bush,charles.bush@examplecorp.com,30,Male,Married,Engineering,3,Master,6810.0,6,6,7.4,No,5.0,146,5,Samuelton,13 Jul 2020,BDG-4323-AkPN,480934,No
4180,Aaron Thompson,aaron.thompson@examplecorp.com,39,Male,Married,Marketing,4,Bachelor,10979.0,0,0,15.9,Yes,3.0,193,2,Amandafort,2026-07-04,BDG-4873-fsQB,725848,No
6447,Christian Rodriguez,christian.rodriguez@examplecorp.com,34,Female,,Human Resources,3,Bachelor,6503.0,10,3,1.0,Yes,3.0,214,2,East Rhondafurt,19 Jul 2016,BDG-0693-wgDq,856293,No
4117,Juan Moore,juan.moore@examplecorp.com,48,Male,Divorced,Human Resources,2,Bachelor,5667.0,23,4,4.3,No,6.0,144,3,North Angelastad,2003-07-03,BDG-6626-sIKO,349594,No
989,Anna Wheeler,anna.wheeler@examplecorp.com,48,Male,Married,Human Resources,2,Bachelor,4635.0,21,17,4.3,No,8.0,194,4,Grahammouth,2005-07-17,BDG-4011-vOsb,602032,No
2897,Brian Hendricks,brian.hendricks@examplecorp.com,58,Male,Married,Human Resources,5,Master,,34,13,,No,1.0,167,2,West Rebeccaview,1992-07-23,BDG-4132-esRB,229530,No
3779,Jeffery Long,jeffery.long@examplecorp.com,34,Male,Married,marketing,3,Bachelor,6777.0,11,9,6.8,No,5.0,173,2,South Jacobfurt,2015-07-12,BDG-3626-vWon,342684,Yes
5659,Lori Roberson,lori.roberson@examplecorp.com,52,Female,Married,Sales,1,Master,3492.0,9,8,19.2,No,4.0,133,3,Colemouth,2017-07-19,BDG-1687-uOVC,850416,No
3094,Jennifer Avila,jennifer.avila@examplecorp.com,22,Male,Married,Research & Development,5,Master,12455.0,0,0,17.9,No,3.0,114,2,West Rebecca,2026-07-04,BDG-1596-utoK,983783,No
3156,John Cook,john.cook@examplecorp.com,33,Male,Married,Sales,2,Bachelor,6018.0,8,6,27.6,Yes,2.0,223,4,South Sandraview,2018-07-08,BDG-4818-xsId,722715,No
1824,Kaitlin Hardin,kaitlin.hardin@examplecorp.com,43,Female,Single,Research & Development,3,High School,,11,9,3.0,Yes,,211,5,South Mark,2015-07-02,BDG-7993-HHzG,479121,No
9721,Benjamin Brown,benjamin.brown@examplecorp.com,41,Male,Married,Engineering,3,Master,7482.0,18,2,1.9,Yes,3.0,184,4,Brianafurt,2008-07-07,BDG-6854-bvGU,424358,Yes
1099,Stephen Cowan,stephen.cowan@examplecorp.com,22,Male,Divorced,Sales,4,Bachelor,10902.0,0,0,1.0,No,5.0,159,4,Toddhaven,2026-07-07,BDG-2196-PTuO,306405,No
2845,Richard Morales,richard.morales@examplecorp.com,37,Female,Married,Sales,1,Bachelor,2954.0,12,12,2.9,No,6.0,157,3,Port Haley,2014-07-12,BDG-7401-MWql,382774,No
3343,Austin White,austin.white@examplecorp.com,46,Female,Married,Research & Development,1,Master,3039.0,0,0,23.8,Yes,1.0,251,4,Joystad,07/02/2026,BDG-6917-jWmh,589785,No
39,Elizabeth Fowler,elizabeth.fowler@examplecorp.com,46,Male,Single,Research & Development,1,Bachelor,3542.0,17,51,15.7,No,4.0,149,4,Joshuaton,08-07-2009,BDG-9889-YnEm,949287,No
6541,Joel Thomas,joel.thomas@examplecorp.com,47,Female,Single,Human Resources,4,Bachelor,16211.0,1,1,1.0,Yes,2.0,182,2,Hickshaven,2025-07-10,BDG-0310-bkyE,808394,Yes
9444,Katherine Page,katherine.page@examplecorp.com,33,Male,Single,Sales,1,Bachelor,2776.0,6,5,27.4,No,1.0,168,4,North Manuelside,12-07-2020,BDG-5857-ezNr,191165,No
3357,Matthew Ruiz,matthew.ruiz@examplecorp.com,39,Male,Single,Engineering,2,Bachelor,5040.0,8,8,4.5,No,3.0,190,2,New Ashleyland,2018-07-08,BDG-5804-QiyZ,116287,No
7814,Jeffrey Robertson,jeffrey.robertson@examplecorp.com,44,Female,Single,Human Resources,1,Bachelor,3068.0,0,0,31.7,Yes,4.0,246,4,Melissahaven,2026-06-26,BDG-5348-zBXU,168424,Yes
8221,Suzanne Hancock,suzanne.hancock@examplecorp.com,46,Male,Single,Research & Development,2,High School,6337.0,1,1,10.7,No,4.0,189,2,South Kelly,07 Jul 2025,BDG-9272-pNKz,460682,No
9323,Mr. Robert Cooper Jr.,mr..jr.@examplecorp.com,31,Female,Married,Marketing,1,PhD,2815.0,2,1,1.5,No,2.0,223,3,West Kimberly,2024-06-25,BDG-6412-CpmW,975909,No
2429,Michael Neal,michael.neal@examplecorp.com,34,Male,Married,Engineering,3,Master,5839.0,3,0,6.3,No,5.0,104,3,Patriciamouth,2023-07-18,BDG-6415-wDaY,569765,No
5044,Julia Long,julia.long@examplecorp.com,24,Male,Divorced,Marketing,2,Bachelor,3572.0,1,0,7.0,No,3.0,172,3,Douglasville,07/18/2025,BDG-2649-iPTU,790831,No
5347,Luke Alexander,luke.alexander@examplecorp.com,40,Female,,Sales,3,Master,6360.0,12,3,1.0,No,5.0,178,4,West Patriciachester,2014-07-26,BDG-0603-MPSs,293182,No
4812,Darren Morris,darren.morris@examplecorp.com,35,Female,Married,Research & Development,3,Bachelor,,5,0,1.2,No,1.0,159,5,East Elizabethshire,2021-06-29,BDG-6927-ZhCB,532230,No
8477,Joseph Edwards,joseph.edwards@examplecorp.com,31,Female,Single,Sales,3,Master,6042.0,0,0,11.2,No,2.0,162,2,New Danielle,2026-07-16,BDG-2373-OIvD,851430,No
687,Maria Henry,maria.henry@examplecorp.com,33,Male,Married,Sales,2,High School,4675.0,1,0,,No,3.0,163,5,Lake Derrickfurt,29-06-2025,BDG-3088-aqIQ,696086,Yes
4800,Michael Norton,michael.norton@examplecorp.com,30,Male,Single,Research & Development,3,Bachelor,7404.0,5,0,15.5,Yes,6.0,196,4,Alexiston,2021-07-11,BDG-2436-ctgg,244444,No
7438,Charles Blevins,charles.blevins@examplecorp.com,46,Male,Divorced,Research & Development,2,High School,5279.0,4,0,5.4,Yes,6.0,202,2,Danielfurt,2022-07-20,BDG-0574-OOrw,781232,No
2354,Donna Stanton,donna.stanton@examplecorp.com,42,Female,Married,Sales,2,Master,4361.0,5,1,6.4,Yes,4.0,178,5,Millerborough,2021-07-01,BDG-3447-DKJC,965056,No
6354,Bianca Kim,bianca.kim@examplecorp.com,42,Male,Divorced,  Sales  ,2,Bachelor,5870.0,13,4,21.0,No,3.0,146,2,North Brian,2013-07-23,BDG-1507-lTKg,719771,No
4570,Virginia Mendez,virginia.mendez@examplecorp.com,40,Female,Single,Research & Development,2,Bachelor,4803.0,0,0,3.6,No,3.0,194,4,Morrisonmouth,July 24 2026,BDG-1361-DoAX,424842,No
8214,Amy Chapman,amy.chapman@examplecorp.com,33,Male,Single,Human Resources,3,Bachelor,6921.0,11,5,9.2,No,1.0,137,4,North Timothybury,2015-07-12,BDG-3325-ojbm,611467,No
2753,Linda Atkinson,linda.atkinson@examplecorp.com,52,Female,,Engineering,4,,13764.0,2,2,2.0,No,3.0,195,2,Kristenfort,July 17 2024,BDG-2110-hFMT,113630,No
8074,David Summers,david.summers@examplecorp.com,22,Male,Single, Sales,2,Master,4245.0,0,0,2.6,Yes,1.0,207,3,Craighaven,2026-07-20,BDG-4843-waWV,557201,No
1041,Danielle Bryant,danielle.bryant@examplecorp.com,39,Male,Married,Research & Development,1,PhD,3141.0,11,2,9.1,No,1.0,168,2,West David,12-07-2015,BDG-5483-wrYx,480466,No
7492,Candace Perez,candace.perez@examplecorp.com,51,Male,Married,Engineering,5,Master,16226.0,29,16,1.0,Yes,2.0,193,2,Mossmouth,July 03 1997,BDG-7164-CPam,847964,No
1266,Casey Obrien,casey.obrien@examplecorp.com,31,Male,Single,Research & Development,3,Bachelor,8106.0,1,1,3.6,No,1.0,159,2,West Mark,2025-06-27,BDG-5969-ZwOx,525920,No
9361,Melanie Thompson,melanie.thompson@examplecorp.com,43,Male,Married,Engineering,1,Bachelor,3047.0,6,6,2.6,Yes,1.0,210,3,South Dana,2020-07-07,BDG-7540-aFrp,732295,Yes
7060,Bradley Cameron,bradley.cameron@examplecorp.com,22,Male,Married,Human Resources,2,Master,4137.0,0,0,,No,6.0,128,3,New Christopherstad,14-07-2026,BDG-2524-ObOI,569308,No
278,Marie Christian,marie.christian@examplecorp.com,47,Male,Married,Sales,2,PhD,5139.0,16,10,11.2,No,4.0,141,3,Coxtown,2010-07-28,BDG-4940-zAtt,764727,No
5085,Frederick Mejia,frederick.mejia@examplecorp.com,44,Female,Single,Sales,4,PhD,14543.0,15,0,1.7,No,2.0,176,4,Michellechester,2011-07-19,BDG-0351-Bqxq,546145,No
2383,Juan Keller MD,juan.md@examplecorp.com,31,Male,Single,Sales,1,Bachelor,3182.0,3,1,5.1,No,1.0,192,5,Port Jacob,2023-07-19,BDG-0608-YKTJ,371463,No
572,Christian Vaughn,christian.vaughn@examplecorp.com,46,Male,Divorced,Engineering,4,Master,11518.0,6,0,3.5,Yes,4.0,187,2,West Shirley,2020-07-25,BDG-1530-uQGU,122714,No
1436,Melinda Mitchell,melinda.mitchell@examplecorp.com,39,Female,Married,Research & Development,5,Master,17280.0,1,0,17.1,No,2.0,135,4,Samanthastad,July 17 2025,BDG-9185-cztg,332952,No
5353,Isaiah Terry,isaiah.terry@examplecorp.com,23,Male,Married,Research & Development,3,Master,6228.0,0,0,1.0,Yes,3.0,232,2,North Melaniestad,July 08 2026,BDG-0947-tknQ,947294,No
5446,Tanner Decker,tanner.decker@examplecorp.com,33,Male,Married,Research & Development,1,Bachelor,2918.0,1,1,6.6,No,3.0,136,2,Robertshire,2025-07-15,BDG-4129-uHxv,612490,Yes
1008,Jennifer Nichols,jennifer.nichols@examplecorp.com,34,Female,Divorced,Engineering,2,Bachelor,4942.0,1,1,23.2,No,2.0,130,3,East Valeriestad,2025-07-23,BDG-7257-YDXl,401790,No
4544,Melanie Drake,melanie.drake@examplecorp.com,41,Female,Single,Engineering,2,Master,5040.0,2,2,13.8,No,2.0,179,3,Danielfurt,2024-07-01,BDG-4555-dgqv,189929,No
8910,David Jones,david.jones@examplecorp.com,32,Female,Single,Marketing,1,Master,3494.0,3,0,3.5,Yes,5.0,184,5,West Linda,2023-07-01,BDG-8345-SrHk,219636,No
